name,ingredients,cuisine,course,diet,instructions,prep_time,ingredients_clean,combined_features
verusenaga sambar recipe,"2 cups peanuts, roasted and peeled 1-1/2 tsp cumin 1 onion, chopped 1 tbsp sambar powder 2 tbsp tamarind paste 4 sprigs green coriander, finely chopped 1 tomato, chopped for tempering 1 sprig curry leaves 2 tbsp oil 2 dried red chillies 1 tsp mustard",south indian recipes,lunch,high protein vegetarian,"to make verusenega sambar recipe, first put the peanuts in a pressure cooker with water. close the cooker and cook till 2 whistles. throw away the remaining water and keep the peanuts separately. now heat oil in a pan. after the oil is hot, add onion to it and cook until it becomes soft. after it becomes soft, take it out in a bowl. now in the same pan, add half boiled peanuts, cumin seeds, tamarind paste, fried onions, green coriander, sambar powder in a mixer grinder and make a paste. put this paste in the cooker along with the remaining peanuts. add salt, tomato, 1 cup water and cook for 3 to 4 minutes. now for the tadka, heat some oil in the tadka pan. add mustard seeds and let it splutter. after crackling, add dry red chilli, curry leaves and cook for 10 seconds. add this to sambar and mix. serve verusenega sambar recipe with chow chow thoran, rice and papad for lunch.",Total in 40 M,cups peanuts roasted and peeled tsp cumin onion chopped tbsp sambar powder tbsp tamarind paste sprigs green coriander finely chopped tomato chopped for tempering sprig curry leaves tbsp oil dried red chili tsp mustard,cups peanuts roasted and peeled tsp cumin onion chopped tbsp sambar powder tbsp tamarind paste sprigs green coriander finely chopped tomato chopped for tempering sprig curry leaves tbsp oil dried red chili tsp mustard south indian recipes high protein vegetarian lunch
crunchy ginger capsicum rice recipe,"2 cups basmati rice , cooked 1 yellow bell pepper (capsicum) 1 red bell pepper (capsicum) 1 green bell pepper (capsicum) 2 green chillies , finely chopped 2 inch ginger , grated 2 teaspoon butter (salted) 2 teaspoon sesame seeds (til seeds) , mixed black and white, dry roasted salt , to taste",indian,lunch,vegetarian,"to make ginger capsicum rice recipe, first soak the rice for 30 minutes. now pour 3-1/2 cups of water in a saucepan and boil. add soaked rice, salt, cover the pan and cook on low flame for 20 minutes. switch off the gas and cover and keep aside for 10 minutes. after 10 minutes, remove the lid and mix. there should be no water at all. keep it separately. now heat some butter and 1 tsp oil in a pan. add ginger, capsicum, green chillies and cook for 2 minutes. now add ginger to it and mix. now add rice to it and mix. add 1 cup of water and mix everything well. cook till the water disappears and garnish with black and white sesame seeds. serve ginger capsicum rice recipe with chicken or vegetable manchurian for dinner.",Total in 40 M,cups basmati rice cooked yellow bell pepper bell pepper red bell pepper bell pepper green bell pepper bell pepper green chili finely chopped inch ginger grated teaspoon butter salted teaspoon sesame seeds til seeds mixed black and white dry roasted salt to taste,cups basmati rice cooked yellow bell pepper bell pepper red bell pepper bell pepper green bell pepper bell pepper green chili finely chopped inch ginger grated teaspoon butter salted teaspoon sesame seeds til seeds mixed black and white dry roasted salt to taste indian vegetarian lunch
dal makhani recipe - dal makhani without onion and garlic (recipe in hindi),1 cup black urad dal 1/2 cup kidney beans 1 teaspoon cumin 1 tsp kashmiri red chilli powder 1-1/2 cups tomato puree 2 tablespoons cream 2 tablespoons butter 1 cup milk 2 tsp garam masala powder 1/2 teaspoon cardamom powder 1 teaspoon kasoori methi,north indian recipes,lunch,high protein vegetarian,"to make dal makhani, first of all, soak black lentils and kidney beans overnight. now take a pressure cooker and add dal, 1 cup milk, 2 cups water, garam masala, cardamom powder, salt, red chili powder and mix. cook for 5 to 6 whistles. now reduce the flame and let it cook for 20 to 25 minutes. after that turn off the gas. let the pressure release on its own. now heat 2 tablespoons butter in a pan. add cumin seeds in it and let it cook for 10 seconds. add tomato puree in it and let it cook for 3 to 5 minutes. now add dal, salt and let it cook. now add cream to it and cook on low flame for 5 minutes. turn off the gas. serve dal makhani with ajwain tomato bhindi and tawa paratha for lunch.",Total in 55 M,cup black urad dal cup kidney beans teaspoon cumin tsp kashmiri red chilli powder cups tomato puree tablespoons cream tablespoons butter cup milk tsp garam masala powder teaspoon cardamom powder teaspoon kasoori methi,cup black urad dal cup kidney beans teaspoon cumin tsp kashmiri red chilli powder cups tomato puree tablespoons cream tablespoons butter cup milk tsp garam masala powder teaspoon cardamom powder teaspoon kasoori methi north indian recipes high protein vegetarian lunch
andhra style pappu charu recipe,"1 cup arhar dal 3 green chillies, or dried red chillies 10 cloves garlic, minced 1 tomato, chopped 1 onion, chopped 2 tbsp tamarind paste 1/2 tsp turmeric powder salt, as per taste for tempering 2 tbsp ghee 6 curry leaves 1 tsp mustard asafoetida, a pinch",andhra,lunch,high protein vegetarian,"to make andhra style pappu charu recipe, first wash the lentils thoroughly and soak them for 15 to 20 minutes. now add lentils, tomatoes, onions, green chillies, 6 cloves of garlic, turmeric powder, 2 cups of water in a pressure cooker and mix. close the cooker and keep it on gas. cook for 4 to 5 whistles. let the pressure release on its own and keep it to cool. after it cools down, open the cooker and mash the lentils. now add tamarind paste, salt, garlic, 1 cup water and let it boil until the dal thickens. switch off the gas. for tadka, heat ghee in a tadka pan. add mustard seeds and let it splutter. after crackling, add asafoetida, curry leaves and cook for 15 seconds. add the tempering to the dal and mix. serve hot. serve andhra style pappu charu with rice and chow chow thoran for your daily meal.",Total in 46 M,cup arhar dal green chili or dried red chili cloves garlic minced tomato chopped onion chopped tbsp tamarind paste tsp turmeric powder salt as per taste for tempering tbsp ghee curry leaves tsp mustard asafoetida a pinch,cup arhar dal green chili or dried red chili cloves garlic minced tomato chopped onion chopped tbsp tamarind paste tsp turmeric powder salt as per taste for tempering tbsp ghee curry leaves tsp mustard asafoetida a pinch andhra high protein vegetarian lunch
lahsuni dal tadka recipe,"1/4 cup arhar dal 1/4 cup green moong dal 1/4 cup masoor dal 1 inch ginger, grated 2 green chillies, cut thin and straight 1 inch cinnamon 1 bay leaf 2 tomatoes, finely chopped 250 grams pumpkin, peeled and cut salt, as per taste 1 tsp turmeric powder for tempering 1 tsp ghee 1 tsp cumin 3 cloves garlic 2 dried red chillies",north indian recipes,dinner,high protein vegetarian,"to make garlic dal tadka recipe, first of all add lentils, ginger, turmeric powder, salt, tomato, green chillies, pumpkin, cinnamon, bay leaves, 2-1/2 cups of water in a pressure cooker and mix. close the cooker and cook for 2 whistles. after 2 whistles, reduce the flame and cook for 3 to 4 minutes. turn off the gas. let the pressure release on its own. open the cooker, mix the dal. add salt and take it out in a bowl. for tadka, heat ghee in a tadka pan. add cumin, garlic, dried red chilli and cook for 15 seconds. after the cumin seeds crackle, turn off the gas and add it to the dal and mix. serve lahsuni dal tadka recipe with mushroom capsicum sabzi, palak raita and phulka for lunch.",Total in 55 M,cup arhar dal cup green moong dal cup masoor dal inch ginger grated green chili cut thin and straight inch cinnamon bay leaf tomato finely chopped grams pumpkin peeled and cut salt as per taste tsp turmeric powder for tempering tsp ghee tsp cumin cloves garlic dried red chili,cup arhar dal cup green moong dal cup masoor dal inch ginger grated green chili cut thin and straight inch cinnamon bay leaf tomato finely chopped grams pumpkin peeled and cut salt as per taste tsp turmeric powder for tempering tsp ghee tsp cumin cloves garlic dried red chili north indian recipes high protein vegetarian dinner
moolangi tovve recipe,"3 radishes, peeled and chopped 1/2 cup yellow moong dal 1 tsp turmeric powder 2 green chillies, finely chopped 1 tsp ginger, grated 2 tbsp coconut, grated for tadka 1 tbsp ghee 1 tsp mustard 2 dried red chillies asafoetida, a pinch for garnish coriander, a little, chopped 1 lemon, cut",south indian recipes,lunch,vegetarian,"to make mulangi tauvve recipe, first wash the moong dal thoroughly. now put it in a pressure cooker along with radish, turmeric powder, green chilli and 1-1/5 cups of water. turn on the gas, and cook for 3 whistles. let the pressure release on its own. after the pressure is released, open the cooker and take out the dal. heat oil in a pan. after the oil is hot, add mustard seeds, dry red chillies and let it fry. now add dal mixture, ginger, salt and 1-1/2 cups of water and mix. let it boil until it thickens. once done, add green coriander, coconut and mix well. serve mulangi tauvve recipe with masala bhindi, phulka and kachumber salad.",Total in 40 M,radishes peeled and chopped cup yellow moong dal tsp turmeric powder green chili finely chopped tsp ginger grated tbsp coconut grated for tadka tbsp ghee tsp mustard dried red chili asafoetida a pinch for garnish coriander a little chopped lemon cut,radishes peeled and chopped cup yellow moong dal tsp turmeric powder green chili finely chopped tsp ginger grated tbsp coconut grated for tadka tbsp ghee tsp mustard dried red chili asafoetida a pinch for garnish coriander a little chopped lemon cut south indian recipes vegetarian lunch
khajur imli chutney recipe,"1-1/2 cups dates, chopped 1/2 cup tamarind paste 1/2 cup jaggery 2 tsp red chilli powder 2 tsp cumin powder 1 tsp ginger powder 1 tsp black salt or rock salt salt, as per taste",indian,side dish,vegetarian,"to make dates tamarind chutney recipe, first pour 1-1/2 cups of water in a saucepan and let it boil. after boiling, add dates in it and cook till it becomes soft. now add tamarind, jaggery, red chilli powder, cumin powder, ginger powder, black salt, salt and cook for next 5 minutes. turn off the gas and let this mixture cool down. after it cools down, put it in a mixer grinder and make a paste. filter this mixture thoroughly. your chutney is ready. store this chutney in an air tight container in the refrigerator and use it as per your wish. serve dates tamarind chutney recipe with samosas or kachori and masala tea for evening snack.",Total in 30 M,cups dates chopped cup tamarind paste cup jaggery tsp red chilli powder tsp cumin powder tsp ginger powder tsp black salt or rock salt salt as per taste,cups dates chopped cup tamarind paste cup jaggery tsp red chilli powder tsp cumin powder tsp ginger powder tsp black salt or rock salt salt as per taste indian vegetarian side dish
kacche aam ki launji recipe,"3 raw mangoes 1/2 tbsp mustard oil asafoetida, a pinch 1 cup jaggery 1/4 cup dates 1/4 tsp mustard 1/4 tsp fennel 1/4 tsp coriander seeds 1/4 tsp fenugreek seeds 1/4 tsp nigella seeds 1/4 tsp turmeric powder 1/4 tsp red chilli powder salt, as per taste",rajasthani,side dish,vegetarian,"to make raw mango launji, first cut the raw mango. heat mustard oil in a pan. add mustard seeds, fennel seeds, coriander seeds, asafoetida, nigella seeds and cook for 10 seconds. after 10 seconds, add chopped mangoes and cook for 2 minutes. now add jaggery and let it cook for 10 to 15 minutes, until the mangoes become soft and the gravy becomes thick. after the gravy thickens, add turmeric powder, red chilli powder and mix. cook for another 3 to 4 minutes and serve. serve raw mango launji recipe with rajasthani gatte ki sabzi and phulka for lunch.",Total in 40 M,raw mangoes tbsp mustard oil asafoetida a pinch cup jaggery cup dates tsp mustard tsp fennel tsp coriander seeds tsp fenugreek seeds tsp nigella seeds tsp turmeric powder tsp red chilli powder salt as per taste,raw mangoes tbsp mustard oil asafoetida a pinch cup jaggery cup dates tsp mustard tsp fennel tsp coriander seeds tsp fenugreek seeds tsp nigella seeds tsp turmeric powder tsp red chilli powder salt as per taste rajasthani vegetarian side dish
dal tadka recipe flavored with lemon and coriander,"1 cup yellow moong dal 1 tablespoon butter 1 tsp ghee 1 inch ginger, grated 1/4 tsp cumin 1/2 tsp turmeric powder 1 bay leaf, plucked 2 green chillies, cut thin and straight 4 sprigs green coriander, finely chopped lemon juice, as per use salt, as per taste",north indian recipes,lunch,high protein vegetarian,"to make dal tadka recipe, first cook the dal with 2-1/2 cups of water, turmeric powder, salt until soft. cook for 3 whistles and turn off the gas. let the pressure release on its own. heat ghee in a pan. add cumin seeds in it and let it splutter. after the cumin seeds crackle, add ginger, green chilli, bay leaf and cook for 30 seconds. add this tempering to the dal and mix. let it boil and add butter to it. after 3 to 4 minutes, turn off the gas and add lemon juice and green coriander into it. serve dal tadka with paneer butter masala, lauki raita, jeera rice and phulka for lunch.",Total in 40 M,cup yellow moong dal tablespoon butter tsp ghee inch ginger grated tsp cumin tsp turmeric powder bay leaf plucked green chili cut thin and straight sprigs green coriander finely chopped lemon juice as per use salt as per taste,cup yellow moong dal tablespoon butter tsp ghee inch ginger grated tsp cumin tsp turmeric powder bay leaf plucked green chili cut thin and straight sprigs green coriander finely chopped lemon juice as per use salt as per taste north indian recipes high protein vegetarian lunch
kothamalli thogayal recipe,"1 cup green coriander 2 tbsp coconut 6 dried red chillies 1 tbsp oil 1 tablespoon white urad dal 1 salt, as per taste 1 tsp jaggery 1 tsp tamarind",south indian recipes,side dish,vegetarian,"to make kothamali thogayal recipe, first heat oil in a pan. add dry red chilli, urad dal and cook till the dal turns golden. turn off the gas and let it cool. now add coconut, urad dal, dry red chilli, jaggery, tamarind in a blender and grind it. now add salt, green coriander, some water and make a paste. serve kothamali thogayal with idli/dosa and filter coffee for breakfast.",Total in 15 M,cup green coriander tbsp coconut dried red chili tbsp oil tablespoon white urad dal salt as per taste tsp jaggery tsp tamarind,cup green coriander tbsp coconut dried red chili tbsp oil tablespoon white urad dal salt as per taste tsp jaggery tsp tamarind south indian recipes vegetarian side dish
malabar style dates coriander chutney recipe,"1/2 cup dates 18 grams tamarind 2 tbsp dried red chilli 1/2 cup mint 2 cloves garlic 1/2 cup green coriander 1 inch ginger salt, as per taste",malabar,side dish,vegetarian,"to make malabar style dates coriander chutney recipe, first of all add dates, tamarind, dried red chilli, mint, garlic, coriander, ginger, salt in a mixer grinder and grind it well. add 1/4 cup water to it and make a paste. serve or pour into an air-tight container and store in the refrigerator for up to 2 days. serve malabar style dates coriander chutney recipe with idli/dosa or you can also use it to make rolls.",Total in 20 M,cup dates grams tamarind tbsp dried red chilli cup mint cloves garlic cup green coriander inch ginger salt as per taste,cup dates grams tamarind tbsp dried red chilli cup mint cloves garlic cup green coriander inch ginger salt as per taste malabar vegetarian side dish
apple and raisin chutney recipe,"3 apples, peeled and chopped 4 onions, peeled and chopped 1 lemon, juice 2 tbsp vinegar 1/2 cup raisins salt, as per taste 1/2 cup sugar, as per taste 1 tsp cinnamon powder 1 tsp oil",continental,side dish,vegetarian,"to make apple and raisin chutney recipe, first heat oil in a pan. add onion in it and cook till it becomes soft. now add apple, cinnamon, salt, vinegar, lemon juice in it. cook until the apples become soft. after the apple becomes soft, add raisins and sugar to it. mix well and mash with the help of a masher. lower the flame and cook till the water evaporates. turn off the gas. keep this mixture to cool. pour this chutney in an air tight container and store it in the refrigerator. serve apple and raisin chutney recipe with tawa paratha and masala chai for breakfast.",Total in 30 M,apples peeled and chopped onion peeled and chopped lemon juice tbsp vinegar cup raisins salt as per taste cup sugar as per taste tsp cinnamon powder tsp oil,apples peeled and chopped onion peeled and chopped lemon juice tbsp vinegar cup raisins salt as per taste cup sugar as per taste tsp cinnamon powder tsp oil continental vegetarian side dish
pitor ki sabzi recipe,"to make pitor 1-1/2 cup gram flour 1/2 cup curd, beat well 2-1/2 cups water 1 teaspoon ginger, grated 1/2 teaspoon turmeric powder salt, as per taste 1 tablespoon oil 1 teaspoon cumin 3/4 tsp green, crush asafoetida to fry oil, as per usage to make curry 1 teaspoon cumin 2 dried red chillies 200 grams curd, beat 1/2 tsp green chilli, chopped 1 teaspoon red chili powder 1/2 teaspoon turmeric powder salt, as per taste",rajasthani,lunch,vegetarian,"to make pitor ki sabzi recipe, first of all we will make pitor. add gram flour, curd, water, ginger, green chillies in a big bowl and mix well. make the batter. heat oil in a pan. add cumin seeds in it and let it splutter. after crackling, add asafoetida and mix. now add gram flour solution in it and keep mixing so that lumps do not form. cook until it thickens and then turn off the gas. now take out this gram flour mixture in a plate. keep in mind that first grease the plate well with oil or ghee. keep it aside for 1 hour and after it cools down, grind it into squares. now heat oil in a pan. add pitor in it and cook till it becomes brown and crisp. remove and keep aside. now to make curry, add curd, red chilli powder, turmeric powder, coriander powder in a bowl and mix well. heat oil in a pan. after the oil is hot, add cumin seeds and let it splutter. now add dry red chillies to it and cook for 10 seconds. now add green chillies to it and cook for 10 more seconds. lower the gas flame and add the curd mixture. keep mixing and cook for 3 to 4 minutes. now add water to it and let it boil. add salt and cook for 15 minutes. now add pittoor in it and cook for next 3 to 4 minutes. switch off the gas and serve. serve pitor ki sabzi with burani raita and phulka for lunch.",Total in 90 M,to make pitor cup gram flour cup yogurt beat well cups water teaspoon ginger grated teaspoon turmeric powder salt as per taste tablespoon oil teaspoon cumin tsp green crush asafoetida to fry oil as per usage to make curry teaspoon cumin dried red chili grams yogurt beat tsp green chilli chopped teaspoon red chili powder teaspoon turmeric powder salt as per taste,to make pitor cup gram flour cup yogurt beat well cups water teaspoon ginger grated teaspoon turmeric powder salt as per taste tablespoon oil teaspoon cumin tsp green crush asafoetida to fry oil as per usage to make curry teaspoon cumin dried red chili grams yogurt beat tsp green chilli chopped teaspoon red chili powder teaspoon turmeric powder salt as per taste rajasthani vegetarian lunch
